seed,school_common_name,site,year,id,school_full_name,team,city,state,type,conference,distance,address,lng,lat,geometry
4.0,Boston College,"Cleveland, OH",2005.0,2005239,Boston College,Eagles,Chestnut Hill,Massachusetts,Private/Catholic,Atlantic Coast Conference,543.79283065,"Cleveland, OH",-81.6934446,41.5051613,POINT (-81.69344460000001 41.5051613)
1.0,Kentucky,"Columbus, OH",2004.0,2004240,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,156.20645568999998,"Columbus, OH",-83.00070649999999,39.9622601,POINT (-83.00070649999999 39.9622601)
1.0,Duke,"Raleigh, NC",2004.0,2004241,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,22.85402538,"Raleigh, NC",-78.63909890000001,35.7803977,POINT (-78.63909890000001 35.7803977)
1.0,Saint Joseph's,"Buffalo, NY",2004.0,2004242,Saint Joseph's University,Hawks,Philadelphia,Pennsylvania,Private/Catholic,Atlantic 10 Conference,274.46578440999997,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
1.0,Stanford,"Seattle, WA",2004.0,2004243,Stanford University,Cardinal,Palo Alto,California,Private/Non-Sectarian,Pac-12 Conference,702.90108891,"Seattle, WA",-122.3300624,47.6038321,POINT (-122.3300624 47.6038321)
2.0,Gonzaga,"Seattle, WA",2004.0,2004244,Gonzaga University,Bulldogs,Spokane,Washington,Private/Catholic,West Coast Conference,229.39774578,"Seattle, WA",-122.3300624,47.6038321,POINT (-122.3300624 47.6038321)
2.0,Mississippi State,"Orlando, FL",2004.0,2004245,Mississippi State University,Bulldogs,Starkville,Mississippi,State,Southeastern Conference,554.0827344100001,"Orlando, FL",-81.3790304,28.5421109,POINT (-81.3790304 28.5421109)
2.0,Oklahoma State,"Kansas City, MO",2004.0,2004246,Oklahoma State University–Stillwater,Cowboys,Stillwater,Oklahoma,State,Big 12 Conference,246.96390395,"Kansas City, MO",-94.5781416,39.100105,POINT (-94.5781416 39.100105)
2.0,UConn,"Buffalo, NY",2004.0,2004247,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,346.2279212,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
3.0,Georgia Tech,"Milwaukee, WI",2004.0,2004248,Georgia Institute of Technology,Yellow Jackets,Atlanta,Georgia,State,Atlantic Coast Conference,667.40216368,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (-87.92249699999999 43.0349931)
3.0,Texas,"Denver, CO",2004.0,2004249,University of Texas at Austin,Longhorns,Austin,Texas,State,Big 12 Conference,770.85422147,"Denver, CO",-104.98486229999999,39.7392364,POINT (-104.9848623 39.7392364)
3.0,Pittsburgh,"Milwaukee, WI",2004.0,2004250,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,447.48653936,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (-87.92249699999999 43.0349931)
3.0,NC State,"Orlando, FL",2004.0,2004251,North Carolina State University,Wolfpack,Raleigh,North Carolina,State,Atlantic Coast Conference,523.91517236,"Orlando, FL",-81.3790304,28.5421109,POINT (-81.3790304 28.5421109)
4.0,Kansas,"Kansas City, MO",2004.0,2004252,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,37.25740516,"Kansas City, MO",-94.5781416,39.100105,POINT (-94.5781416 39.100105)
4.0,Cincinnati,"Columbus, OH",2004.0,2004253,University of Cincinnati,Bearcats,Cincinnati,Ohio,State,American Athletic Conference,99.02789627,"Columbus, OH",-83.00070649999999,39.9622601,POINT (-83.00070649999999 39.9622601)
4.0,Wake Forest,"Raleigh, NC",2004.0,2004254,Wake Forest University,Demon Deacons,Winston-Salem,North Carolina,Private/Non-Sectarian,Atlantic Coast Conference,94.87092428000001,"Raleigh, NC",-78.63909890000001,35.7803977,POINT (-78.63909890000001 35.7803977)
4.0,Maryland,"Denver, CO",2004.0,2004255,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,1492.51450087,"Denver, CO",-104.98486229999999,39.7392364,POINT (-104.9848623 39.7392364)
1.0,Texas,"Birmingham, AL",2003.0,2003256,University of Texas at Austin,Longhorns,Austin,Texas,State,Big 12 Conference,678.54334571,"Birmingham, AL",-86.80243259999999,33.5206824,POINT (-86.80243259999999 33.5206824)
1.0,Oklahoma,"Oklahoma City, OK",2003.0,2003257,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,19.55454537,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (-97.5170536 35.4729886)
1.0,Kentucky,"Nashville, TN",2003.0,2003258,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,179.55757787000002,"Nashville, TN",-86.7743531,36.1622296,POINT (-86.7743531 36.1622296)
1.0,Arizona,"Salt Lake City, UT",2003.0,2003259,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,591.57626055,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (-111.8867975 40.7596198)
2.0,Florida,"Tampa, FL",2003.0,2003260,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,116.61890928000001,"Tampa, FL",-82.458444,27.947759499999997,POINT (-82.458444 27.9477595)
2.0,Wake Forest,"Tampa, FL",2003.0,2003261,Wake Forest University,Demon Deacons,Winston-Salem,North Carolina,Private/Non-Sectarian,Atlantic Coast Conference,579.81992123,"Tampa, FL",-82.458444,27.947759499999997,POINT (-82.458444 27.9477595)
2.0,Pittsburgh,"Boston, MA",2003.0,2003262,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,479.81647249,"Boston, MA",-71.0582912,42.3602534,POINT (-71.0582912 42.3602534)
2.0,Kansas,"Oklahoma City, OK",2003.0,2003263,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,271.21601408000004,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (-97.5170536 35.4729886)
3.0,Xavier,"Nashville, TN",2003.0,2003264,Xavier University,Musketeers,Cincinnati,Ohio,Private/Catholic,Big East Conference,241.90594401,"Nashville, TN",-86.7743531,36.1622296,POINT (-86.7743531 36.1622296)
3.0,Syracuse,"Boston, MA",2003.0,2003265,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,261.88302166,"Boston, MA",-71.0582912,42.3602534,POINT (-71.0582912 42.3602534)
3.0,Marquette,"Indianapolis, IN",2003.0,2003266,Marquette University,Golden Eagles,Milwaukee,Wisconsin,Private/Catholic,Big East Conference,243.93161347,"Indianapolis, IN",-86.1583502,39.7683331,POINT (-86.1583502 39.7683331)
3.0,Duke,"Salt Lake City, UT",2003.0,2003267,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,1803.36155733,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (-111.8867975 40.7596198)
4.0,Stanford,"Spokane, WA",2003.0,2003268,Stanford University,Cardinal,Palo Alto,California,Private/Non-Sectarian,Pac-12 Conference,746.40948633,"Spokane, WA",-117.42122649999999,47.6579425,POINT (-117.4212265 47.6579425)
4.0,Louisville,"Birmingham, AL",2003.0,2003269,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,329.69323889000003,"Birmingham, AL",-86.80243259999999,33.5206824,POINT (-86.80243259999999 33.5206824)
4.0,Dayton,"Spokane, WA",2003.0,2003270,University of Dayton,Flyers,Dayton,Ohio,Private/Catholic,Atlantic 10 Conference,1732.94779561,"Spokane, WA",-117.42122649999999,47.6579425,POINT (-117.4212265 47.6579425)
4.0,Illinois,"Indianapolis, IN",2003.0,2003271,University of Illinois at Urbana–Champaign,Fighting Illini,Urbana–Champaign,Illinois,State,Big Ten Conference,111.89648968,"Indianapolis, IN",-86.1583502,39.7683331,POINT (-86.1583502 39.7683331)
1.0,Maryland,"Washington, DC",2002.0,2002272,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,8.28908914,"Washington, DC",-77.0365529,38.894893200000006,POINT (-77.0365529 38.89489320000001)
1.0,Kansas,"St. Louis, MO",2002.0,2002273,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,270.3585221,"St. Louis, MO",-90.24111656024635,38.6529545,POINT (-90.24111656024635 38.6529545)
1.0,Duke,"Greenville, SC",2002.0,2002274,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,210.03582541999998,"Greenville, SC",-82.3984882,34.851354,POINT (-82.3984882 34.851354)
1.0,Cincinnati,"Pittsburgh, PA",2002.0,2002275,University of Cincinnati,Bearcats,Cincinnati,Ohio,State,American Athletic Conference,256.72564236,"Pittsburgh, PA",-79.99008609999998,40.4416941,POINT (-79.99008609999998 40.4416941)
2.0,UConn,"Washington, DC",2002.0,2002276,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,322.42319819,"Washington, DC",-77.0365529,38.894893200000006,POINT (-77.0365529 38.89489320000001)
2.0,Oregon,"Sacramento, CA",2002.0,2002277,University of Oregon,Ducks,Eugene,Oregon,State,Pac-12 Conference,386.2442136,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (-121.4943996 38.5815719)
2.0,Alabama,"Greenville, SC",2002.0,2002278,University of Alabama,Crimson Tide,Tuscaloosa,Alabama,State,Southeastern Conference,315.37063734000003,"Greenville, SC",-82.3984882,34.851354,POINT (-82.3984882 34.851354)
2.0,Oklahoma,"Dallas, TX",2002.0,2002279,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,171.26848873,"Dallas, TX",-96.7968559,32.7762719,POINT (-96.7968559 32.7762719)
3.0,Georgia,"Chicago, IL",2002.0,2002280,University of Georgia,Bulldogs,Athens,Georgia,State,Southeastern Conference,595.0248696,"Chicago, IL",-87.6244212,41.875561600000005,POINT (-87.6244212 41.8755616)
3.0,Mississippi State,"Dallas, TX",2002.0,2002281,Mississippi State University,Bulldogs,Starkville,Mississippi,State,Southeastern Conference,465.33852819,"Dallas, TX",-96.7968559,32.7762719,POINT (-96.7968559 32.7762719)
3.0,Pittsburgh,"Pittsburgh, PA",2002.0,2002282,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,1.4664355599999999,"Pittsburgh, PA",-79.99008609999998,40.4416941,POINT (-79.99008609999998 40.4416941)
3.0,Arizona,"Albuquerque, NM",2002.0,2002283,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,317.45844389999996,"Albuquerque, NM",-106.6509851,35.0841034,POINT (-106.6509851 35.0841034)
4.0,Kentucky,"St. Louis, MO",2002.0,2002284,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,313.80478242,"St. Louis, MO",-90.24111656024635,38.6529545,POINT (-90.24111656024635 38.6529545)
4.0,Illinois,"Chicago, IL",2002.0,2002285,University of Illinois at Urbana–Champaign,Fighting Illini,Urbana–Champaign,Illinois,State,Big Ten Conference,126.15695413,"Chicago, IL",-87.6244212,41.875561600000005,POINT (-87.6244212 41.8755616)
4.0,USC,"Sacramento, CA",2002.0,2002286,University of Southern California,Trojans,Los Angeles,California,Private/Non-Sectarian,Pac-12 Conference,362.11016396,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (-121.4943996 38.5815719)
4.0,Ohio State,"Albuquerque, NM",2002.0,2002287,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,1333.6237224600002,"Albuquerque, NM",-106.6509851,35.0841034,POINT (-106.6509851 35.0841034)
1.0,Illinois,"Dayton, OH",2001.0,2001288,University of Illinois at Urbana–Champaign,Fighting Illini,Urbana–Champaign,Illinois,State,Big Ten Conference,214.96951116,"Dayton, OH",-84.1916069,39.758947799999994,POINT (-84.1916069 39.75894779999999)
1.0,Duke,"Greensboro, NC",2001.0,2001289,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,47.628087150000006,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (-79.79197540000001 36.0726355)
1.0,Michigan State,"Memphis, TN",2001.0,2001290,Michigan State University,Spartans,East Lansing,Michigan,State,Big Ten Conference,602.3756885299999,"Memphis, TN",-90.0516285,35.1490215,POINT (-90.05162850000001 35.1490215)
1.0,Stanford,"San Diego, CA",2001.0,2001291,Stanford University,Cardinal,Palo Alto,California,Private/Non-Sectarian,Pac-12 Conference,431.39303046,"San Diego, CA",-117.16277140000001,32.7174209,POINT (-117.1627714 32.7174209)
2.0,Arizona,"Kansas City, MO",2001.0,2001292,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,1033.55123914,"Kansas City, MO",-94.5781416,39.100105,POINT (-94.5781416 39.100105)
2.0,Kentucky,"Uniondale, NY",2001.0,2001293,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,611.19294302,"Uniondale, NY",-73.5895167364443,40.7031115,POINT (-73.5895167364443 40.7031115)
2.0,North Carolina,"New Orleans, LA",2001.0,2001294,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,759.41478136,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (-90.07011559999999 29.9499323)
2.0,Iowa State,"Boise, ID",2001.0,2001295,Iowa State University,Cyclones,Ames,Iowa,State,Big 12 Conference,1144.8015029800001,"Boise, ID",-116.20088600000001,43.6166163,POINT (-116.200886 43.6166163)
3.0,Ole Miss,"Kansas City, MO",2001.0,2001296,University of Mississippi,Rebels,Oxford,Mississippi,State,Southeastern Conference,429.83960296,"Kansas City, MO",-94.5781416,39.100105,POINT (-94.5781416 39.100105)
3.0,Boston College,"Uniondale, NY",2001.0,2001297,Boston College,Eagles,Chestnut Hill,Massachusetts,Private/Catholic,Atlantic Coast Conference,168.54067004,"Uniondale, NY",-73.5895167364443,40.7031115,POINT (-73.5895167364443 40.7031115)
3.0,Florida,"New Orleans, LA",2001.0,2001298,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,463.39985067,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (-90.07011559999999 29.9499323)
3.0,Maryland,"Boise, ID",2001.0,2001299,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,2042.98706977,"Boise, ID",-116.20088600000001,43.6166163,POINT (-116.200886 43.6166163)
4.0,Kansas,"Dayton, OH",2001.0,2001300,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,592.8500711,"Dayton, OH",-84.1916069,39.758947799999994,POINT (-84.1916069 39.75894779999999)
4.0,UCLA,"Greensboro, NC",2001.0,2001301,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,2175.88589925,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (-79.79197540000001 36.0726355)
4.0,Oklahoma,"Memphis, TN",2001.0,2001302,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,417.52402974000006,"Memphis, TN",-90.0516285,35.1490215,POINT (-90.05162850000001 35.1490215)
4.0,Indiana,"San Diego, CA",2001.0,2001303,Indiana University,Hoosiers,Bloomington,Indiana,State,Big Ten Conference,1762.1522326099998,"San Diego, CA",-117.16277140000001,32.7174209,POINT (-117.1627714 32.7174209)
1.0,Duke,"Winston-Salem, NC",2000.0,2000304,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,72.93652798,"Winston-Salem, NC",-80.2440518,36.0998131,POINT (-80.24405179999999 36.0998131)
1.0,Michigan State,"Cleveland, OH",2000.0,2000305,Michigan State University,Spartans,East Lansing,Michigan,State,Big Ten Conference,165.50837956,"Cleveland, OH",-81.6934446,41.5051613,POINT (-81.69344460000001 41.5051613)
1.0,Stanford,"Birmingham, AL",2000.0,2000306,Stanford University,Cardinal,Palo Alto,California,Private/Non-Sectarian,Pac-12 Conference,1996.47123671,"Birmingham, AL",-86.80243259999999,33.5206824,POINT (-86.80243259999999 33.5206824)
1.0,Arizona,"Tucson, AZ",2000.0,2000307,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,0.42253228000000004,"Tucson, AZ",-110.9748477,32.2228765,POINT (-110.9748477 32.2228765)
2.0,Temple,"Buffalo, NY",2000.0,2000308,Temple University,Owls,Philadelphia,Pennsylvania,State-related,American Athletic Conference,278.28721606,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
2.0,Iowa State,"Minneapolis, MN",2000.0,2000309,Iowa State University,Cyclones,Ames,Iowa,State,Big 12 Conference,204.66717998,"Minneapolis, MN",-93.2654692,44.9772995,POINT (-93.2654692 44.9772995)
2.0,Cincinnati,"Nashville, TN",2000.0,2000310,University of Cincinnati,Bearcats,Cincinnati,Ohio,State,American Athletic Conference,239.49502453,"Nashville, TN",-86.7743531,36.1622296,POINT (-86.7743531 36.1622296)
2.0,St. John's,"Tucson, AZ",2000.0,2000311,St. John's University,Red Storm,Jamaica,New York,Private/Catholic,Big East Conference,2119.94386812,"Tucson, AZ",-110.9748477,32.2228765,POINT (-110.9748477 32.2228765)
3.0,Oklahoma State,"Buffalo, NY",2000.0,2000312,Oklahoma State University–Stillwater,Cowboys,Stillwater,Oklahoma,State,Big 12 Conference,1074.13297915,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
3.0,Maryland,"Minneapolis, MN",2000.0,2000313,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,932.29262098,"Minneapolis, MN",-93.2654692,44.9772995,POINT (-93.2654692 44.9772995)
3.0,Ohio State,"Nashville, TN",2000.0,2000314,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,334.61449721,"Nashville, TN",-86.7743531,36.1622296,POINT (-86.7743531 36.1622296)
3.0,Oklahoma,"Tucson, AZ",2000.0,2000315,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,803.54454978,"Tucson, AZ",-110.9748477,32.2228765,POINT (-110.9748477 32.2228765)
4.0,Illinois,"Winston-Salem, NC",2000.0,2000316,University of Illinois at Urbana–Champaign,Fighting Illini,Urbana–Champaign,Illinois,State,Big Ten Conference,514.34605896,"Winston-Salem, NC",-80.2440518,36.0998131,POINT (-80.24405179999999 36.0998131)
4.0,Syracuse,"Cleveland, OH",2000.0,2000317,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,303.2911851,"Cleveland, OH",-81.6934446,41.5051613,POINT (-81.69344460000001 41.5051613)
4.0,Tennessee,"Birmingham, AL",2000.0,2000318,University of Tennessee,Volunteers,Knoxville,Tennessee,State,Southeastern Conference,234.08909683000002,"Birmingham, AL",-86.80243259999999,33.5206824,POINT (-86.80243259999999 33.5206824)
4.0,LSU,"Salt Lake City, UT",2000.0,2000319,Louisiana State University,Tigers,Baton Rouge,Louisiana,State,Southeastern Conference,1360.3240343300001,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (-111.8867975 40.7596198)
1.0,Duke,"Charlotte, NC",1999.0,1999320,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,119.28459087,"Charlotte, NC",-80.8431268,35.2270869,POINT (-80.84312679999999 35.2270869)
1.0,Michigan State,"Milwaukee, WI",1999.0,1999321,Michigan State University,Spartans,East Lansing,Michigan,State,Big Ten Conference,175.76100106,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (-87.92249699999999 43.0349931)
1.0,Auburn,"Indianapolis, IN",1999.0,1999322,Auburn University,Tigers,Auburn,Alabama,State,Southeastern Conference,497.20864678,"Indianapolis, IN",-86.1583502,39.7683331,POINT (-86.1583502 39.7683331)
1.0,UConn,"Denver, CO",1999.0,1999323,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,1708.17373384,"Denver, CO",-104.98486229999999,39.7392364,POINT (-104.9848623 39.7392364)
2.0,Miami (FL),"Boston, MA",1999.0,1999324,University of Miami,Hurricanes,Coral Gables,Florida,Private/Non-Sectarian,Atlantic Coast Conference,1263.39015833,"Boston, MA",-71.0582912,42.3602534,POINT (-71.0582912 42.3602534)
2.0,Utah,"New Orleans, LA",1999.0,1999325,University of Utah,Utes,Salt Lake City,Utah,State,Pac-12 Conference,1430.12885247,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (-90.07011559999999 29.9499323)
2.0,Maryland,"Orlando, FL",1999.0,1999326,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,765.31780586,"Orlando, FL",-81.3790304,28.5421109,POINT (-81.3790304 28.5421109)
2.0,Stanford,"Seattle, WA",1999.0,1999327,Stanford University,Cardinal,Palo Alto,California,Private/Non-Sectarian,Pac-12 Conference,702.90108891,"Seattle, WA",-122.3300624,47.6038321,POINT (-122.3300624 47.6038321)
3.0,Cincinnati,"Boston, MA",1999.0,1999328,University of Cincinnati,Bearcats,Cincinnati,Ohio,State,American Athletic Conference,737.96505444,"Boston, MA",-71.0582912,42.3602534,POINT (-71.0582912 42.3602534)
3.0,Kentucky,"New Orleans, LA",1999.0,1999329,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,642.3981946399999,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (-90.07011559999999 29.9499323)
3.0,St. John's,"Orlando, FL",1999.0,1999330,St. John's University,Red Storm,Jamaica,New York,Private/Catholic,Big East Conference,940.14675042,"Orlando, FL",-81.3790304,28.5421109,POINT (-81.3790304 28.5421109)
3.0,North Carolina,"Seattle, WA",1999.0,1999331,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,2337.597702,"Seattle, WA",-122.3300624,47.6038321,POINT (-122.3300624 47.6038321)
4.0,Tennessee,"Charlotte, NC",1999.0,1999332,University of Tennessee,Volunteers,Knoxville,Tennessee,State,Southeastern Conference,180.53934405,"Charlotte, NC",-80.8431268,35.2270869,POINT (-80.84312679999999 35.2270869)
4.0,Arizona,"Milwaukee, WI",1999.0,1999333,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,1458.6311402400001,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (-87.92249699999999 43.0349931)
4.0,Ohio State,"Indianapolis, IN",1999.0,1999334,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,166.72626671999998,"Indianapolis, IN",-86.1583502,39.7683331,POINT (-86.1583502 39.7683331)
4.0,Arkansas,"Denver, CO",1999.0,1999335,University of Arkansas,Razorbacks,Fayetteville,Arkansas,State,Southeastern Conference,641.0684607000001,"Denver, CO",-104.98486229999999,39.7392364,POINT (-104.9848623 39.7392364)
1.0,North Carolina,"Hartford, CT",1998.0,1998336,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,529.73120492,"Hartford, CT",-72.6908547,41.764582,POINT (-72.6908547 41.764582)
1.0,Kansas,"Oklahoma City, OK",1998.0,1998337,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,271.21601408000004,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (-97.5170536 35.4729886)
1.0,Duke,"Lexington, KY",1998.0,1998338,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,337.28639251,"Lexington, KY",-84.4970393,38.0464066,POINT (-84.4970393 38.0464066)
1.0,Arizona,"Sacramento, CA",1998.0,1998339,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,736.3805583899999,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (-121.4943996 38.5815719)
2.0,UConn,"Washington, DC",1998.0,1998340,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,322.42319819,"Washington, DC",-77.0365529,38.894893200000006,POINT (-77.0365529 38.89489320000001)
2.0,Purdue,"Chicago, IL",1998.0,1998341,Purdue University,Boilermakers,West Lafayette,Indiana,State,Big Ten Conference,106.1923039,"Chicago, IL",-87.6244212,41.875561600000005,POINT (-87.6244212 41.8755616)
2.0,Kentucky,"Atlanta, GA",1998.0,1998342,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,295.6483218,"Atlanta, GA",-84.39018490000001,33.749098700000005,POINT (-84.39018490000001 33.7490987)
2.0,Cincinnati,"Boise, ID",1998.0,1998343,University of Cincinnati,Bearcats,Cincinnati,Ohio,State,American Athletic Conference,1661.2788644700001,"Boise, ID",-116.20088600000001,43.6166163,POINT (-116.200886 43.6166163)
3.0,South Carolina,"Washington, DC",1998.0,1998344,University of South Carolina,Gamecocks,Columbia,South Carolina,State,Southeastern Conference,404.74864198,"Washington, DC",-77.0365529,38.894893200000006,POINT (-77.0365529 38.89489320000001)
3.0,Stanford,"Chicago, IL",1998.0,1998345,Stanford University,Cardinal,Palo Alto,California,Private/Non-Sectarian,Pac-12 Conference,1850.3372049299999,"Chicago, IL",-87.6244212,41.875561600000005,POINT (-87.6244212 41.8755616)
3.0,Michigan,"Atlanta, GA",1998.0,1998346,University of Michigan,Wolverines,Ann Arbor,Michigan,State,Big Ten Conference,591.56383313,"Atlanta, GA",-84.39018490000001,33.749098700000005,POINT (-84.39018490000001 33.7490987)
3.0,Utah,"Boise, ID",1998.0,1998347,University of Utah,Utes,Salt Lake City,Utah,State,Pac-12 Conference,297.89768482,"Boise, ID",-116.20088600000001,43.6166163,POINT (-116.200886 43.6166163)
4.0,Michigan State,"Hartford, CT",1998.0,1998348,Michigan State University,Spartans,East Lansing,Michigan,State,Big Ten Conference,606.01070888,"Hartford, CT",-72.6908547,41.764582,POINT (-72.6908547 41.764582)
4.0,Ole Miss,"Oklahoma City, OK",1998.0,1998349,University of Mississippi,Rebels,Oxford,Mississippi,State,Southeastern Conference,458.2611125,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (-97.5170536 35.4729886)
4.0,New Mexico,"Lexington, KY",1998.0,1998350,University of New Mexico,Lobos,Albuquerque,New Mexico,State,Mountain West Conference,1241.55518139,"Lexington, KY",-84.4970393,38.0464066,POINT (-84.4970393 38.0464066)
4.0,Maryland,"Sacramento, CA",1998.0,1998351,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,2374.85510716,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (-121.4943996 38.5815719)
1.0,North Carolina,"Winston-Salem, NC",1997.0,1997352,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,68.20789467,"Winston-Salem, NC",-80.2440518,36.0998131,POINT (-80.24405179999999 36.0998131)
1.0,Minnesota,"Kansas City, MO",1997.0,1997353,University of Minnesota,Golden Gophers,Minneapolis–Saint Paul,Minnesota,State,Big Ten Conference,412.9631666,"Kansas City, MO",-94.5781416,39.100105,POINT (-94.5781416 39.100105)
1.0,Kansas,"Memphis, TN",1997.0,1997354,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,388.9161089,"Memphis, TN",-90.0516285,35.1490215,POINT (-90.05162850000001 35.1490215)
1.0,Kentucky,"Salt Lake City, UT",1997.0,1997355,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,1468.1753988,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (-111.8867975 40.7596198)
2.0,South Carolina,"Pittsburgh, PA",1997.0,1997356,University of South Carolina,Gamecocks,Columbia,South Carolina,State,Southeastern Conference,449.20152332,"Pittsburgh, PA",-79.99008609999998,40.4416941,POINT (-79.99008609999998 40.4416941)
2.0,UCLA,"Auburn Hills, MI",1997.0,1997357,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,1981.71988917,"Auburn Hills, MI",-83.23410279999999,42.6875323,POINT (-83.23410279999999 42.6875323)
